week,time,NDVI
2024-W22,1717307040326,0.27346120095946935
2024-W40,1727891037797,0.3132068892353065
2024-W43,1729835037114,0.30791101387961806
2024-W44,1730267036851,0.31219683193652903
2024-W45,1730915033418,0.27619167458161564
2024-W46,1731563032163,0.241536203272303
2024-W47,1732211036725,0.27800158150621873
2024-W48,1732859034998,0.2717268992090918
